Index,Time [s],Voltage [V],Current [A],Negative electrode potential [V],Positive electrode potential [V]
10663,154903.68,3.9057,0,0.5124,4.3988
10664,154904.76,3.9049,0,0.5124,4.398
10665,154905.84,3.9039,0,0.5132,4.3977
10666,154906.56,3.9031,0,0.5134,4.3972
10667,154907.64,3.9023,0,0.5138,4.3962
10668,154908.72,3.9013,0,0.5142,4.3962
10669,154909.8,3.9004,0,0.5146,4.3954
10670,154910.88,3.8996,0,0.5148,4.395
10671,154911.6,3.899,0,0.5151,4.3945
10672,154912.68,3.8982,0,0.5151,4.394
10673,154913.76,3.8976,0,0.5158,4.3935
10674,154914.84,3.8967,0,0.5159,4.3932
10675,154915.56,3.8961,0,0.5162,4.393
10676,154916.64,3.8955,0,0.5166,4.3924
10677,154917.72,3.8952,0,0.5169,4.3922
10678,154918.8,3.8941,0,0.5172,4.3916
10679,154919.88,3.8935,0,0.5172,4.3913
10680,154920.6,3.893,0,0.5175,4.3908
10681,154921.68,3.8926,0,0.5177,4.3907
10682,154922.76,3.892,0,0.5177,4.3902
10683,154923.84,3.8915,0,0.5181,4.3899
10684,154924.56,3.8907,0,0.5183,4.3897
10685,154925.64,3.8906,0,0.5185,4.3892
10686,154926.72,3.8898,0,0.5186,4.3889
10687,154927.8,3.8894,0,0.5189,4.3887
10688,154928.88,3.8889,0,0.5191,4.3883
10689,154929.6,3.8885,0,0.5191,4.3883
10690,154930.68,3.8882,0,0.5194,4.3878
10691,154931.76,3.8875,0,0.5197,4.3878
10692,154932.84,3.8874,0,0.5199,4.3875
10693,154933.56,3.8871,0,0.5201,4.387
10694,154934.64,3.8863,0,0.5202,4.387
10695,154935.72,3.886,0,0.5204,4.3868
10696,154936.8,3.8859,0,0.5204,4.3864
10697,154937.88,3.8854,0,0.5204,4.386
10698,154938.6,3.8849,0,0.5205,4.3856
10699,154939.68,3.8846,0,0.5205,4.3856
10700,154940.76,3.8842,0,0.5208,4.3852
10701,154941.84,3.8836,0,0.521,4.3854
10702,154942.56,3.8836,0,0.521,4.3849
10703,154943.64,3.8833,0,0.5213,4.3848
10704,154944.72,3.8828,0,0.5212,4.3846
10705,154945.44,3.8827,0,0.5213,4.3846
10706,154945.44,3.8828,0,0.5213,4.3846
10707,154995.48,3.8727,0,0.5251,4.3779
10708,155055.24,3.868,0,0.527,4.3746
10709,155115.36,3.8654,0,0.5278,4.3724
10710,155175.48,3.8639,0,0.528,4.3711
10711,155235.24,3.8631,0,0.5282,4.3701
10712,155295.36,3.8624,0,0.5282,4.3692
10713,155355.48,3.8621,0,0.5282,4.3685
10714,155415.24,3.8616,0,0.5282,4.3678
10715,155475.36,3.861,0,0.5283,4.3674
10716,155535.48,3.861,0,0.5282,4.3671
10717,155595.24,3.8607,0,0.5282,4.3663
10718,155655.36,3.8604,0,0.5282,4.3662
10719,155715.12,3.8604,0,0.5282,4.3657
10720,155775.24,3.8602,0,0.5277,4.3651
10721,155835.36,3.8599,0,0.5278,4.3643
10722,155895.48,3.8598,0,0.5277,4.3646
10723,155955.24,3.8596,0,0.5277,4.3643
10724,156015.36,3.8593,0,0.5277,4.3638
10725,156075.48,3.8592,0,0.5275,4.3635
10726,156135.24,3.8589,0,0.5277,4.363
10727,156195.36,3.8589,0,0.5275,4.363
10728,156255.48,3.8585,0,0.5277,4.3627
10729,156315.24,3.8585,0,0.5274,4.3625
10730,156375.36,3.8585,0,0.5277,4.3623
10731,156435.48,3.8582,0,0.5275,4.362
10732,156495.24,3.8582,0,0.5272,4.3617
10733,156555.36,3.8582,0,0.5274,4.3616
10734,156615.12,3.8579,0,0.5272,4.3612
10735,156675.24,3.8582,0,0.5275,4.3612
10736,156735.36,3.8579,0,0.5272,4.3614
10737,156795.48,3.8581,0,0.5274,4.3611
10738,156855.24,3.8581,0,0.5274,4.3608
10739,156915.36,3.8578,0,0.5269,4.3606
10740,156975.48,3.8576,0,0.5272,4.3606
10741,157035.24,3.8575,0,0.527,4.3603
10742,157095.36,3.8575,0,0.5267,4.36
10743,157155.48,3.8576,0,0.5272,4.3601
10744,157215.24,3.8576,0,0.527,4.36
10745,157275.36,3.8573,0,0.5267,4.3598
10746,157335.48,3.8572,0,0.5269,4.3596
10747,157395.24,3.8573,0,0.5267,4.3598
10748,157455.36,3.8572,0,0.5269,4.3596
10749,157515.12,3.857,0,0.5269,4.3596
10750,157575.24,3.8572,0,0.5267,4.3596
10751,157635.36,3.8567,0,0.5267,4.3593
10752,157695.48,3.857,0,0.5267,4.3592
10753,157755.24,3.8569,0,0.5267,4.3593
10754,157815.36,3.8569,0,0.5267,4.3592
10755,157875.48,3.8567,0,0.5267,4.359
10756,157935.24,3.8564,0,0.5269,4.359
10757,157995.36,3.8567,0,0.5267,4.359
10758,158055.48,3.8566,0,0.527,4.3593
10759,158115.24,3.8564,0,0.5269,4.359
10760,158175.36,3.8564,0,0.5267,4.3585
10761,158235.48,3.8566,0,0.5269,4.3587
10762,158295.24,3.8566,0,0.527,4.3587
10763,158355.36,3.8564,0,0.5267,4.3587
10764,158415.12,3.8564,0,0.5269,4.3585
10765,158475.24,3.8563,0,0.5269,4.3585
10766,158485.32,3.8563,0,0.5269,4.3587
10767,158485.32,4.0021,5.00038147,0.5269,4.3587
10768,158486.04,4.0128,5.00022888,0.4248,4.4113
10769,158487.12,4.0194,5.00053406,0.4208,4.4144
10770,158487.84,4.0238,4.99977112,0.4183,4.4164
10771,158488.92,4.027,4.99992371,0.4167,4.4182
10772,158490,4.0304,5.00022888,0.4159,4.4199
10773,158491.08,4.0328,5.00022888,0.4146,4.4215
10774,158491.8,4.0352,4.99992371,0.4135,4.4229
10775,158492.88,4.0375,5.00007629,0.4122,4.4241
10776,158493.96,4.0395,5.00007629,0.4114,4.4258
10777,158495.04,4.0415,4.99977112,0.4106,4.4272
10778,158496.12,4.0436,4.99992371,0.4098,4.428
10779,158496.84,4.0458,5.00022888,0.4089,4.4291
10780,158497.92,4.0476,4.99961853,0.4081,4.4303
10781,158499,4.0491,5.00022888,0.4073,4.4314
10782,158500.08,4.0511,5.00022888,0.4068,4.4323
10783,158500.8,4.0529,5.00007629,0.4057,4.4334
10784,158501.88,4.0546,4.99961853,0.4052,4.4347
10785,158502.96,4.0562,5.00007629,0.4044,4.436
10786,158504.04,4.0578,5.00007629,0.4039,4.4365
10787,158505.12,4.0595,4.99992371,0.4032,4.4377
10788,158505.84,4.0612,4.99992371,0.4027,4.4387
10789,158506.92,4.0626,4.99961853,0.4017,4.4398
10790,158508,4.0644,5.00007629,0.4016,4.4406
10791,158509.08,4.0656,5.00038147,0.4009,4.4416
10792,158509.8,4.067,4.99992371,0.4001,4.4428
10793,158510.88,4.0685,4.99977112,0.3997,4.4435
10794,158511.96,4.0702,5.00007629,0.3993,4.4444
10795,158513.04,4.0714,5.00007629,0.3987,4.4454
10796,158514.12,4.0726,5.00022888,0.3982,4.4463
10797,158514.84,4.0742,4.99977112,0.3977,4.4468
10798,158515.92,4.0757,5.00022888,0.3973,4.4481
10799,158517,4.0769,4.99961853,0.3968,4.4485
10800,158518.08,4.0781,5.00038147,0.396,4.4495
10801,158518.8,4.0792,5.00053406,0.3955,4.4503
10802,158519.88,4.0807,5.00038147,0.3949,4.4513
10803,158520.96,4.0818,5.00007629,0.3947,4.4517
10804,158522.04,4.083,5.00007629,0.3941,4.4527
10805,158523.12,4.0841,4.99961853,0.3939,4.4533
10806,158523.84,4.0853,5.00022888,0.3933,4.4541
10807,158524.92,4.0867,4.99992371,0.3927,4.4548
10808,158526,4.0876,4.99961853,0.3923,4.4559
10809,158527.08,4.0888,4.99992371,0.3919,4.4563
10810,158527.8,4.0896,5.00022888,0.3912,4.4573
10811,158528.88,4.0909,5.00038147,0.3912,4.4579
10812,158529.96,4.0919,5.00007629,0.3907,4.4586
10813,158531.04,4.0929,4.99977112,0.3904,4.4592
10814,158532.12,4.094,4.99977112,0.3901,4.4598
10815,158532.84,4.0951,4.99961853,0.3895,4.4606
10816,158533.92,4.0963,5.00007629,0.3893,4.4613
10817,158535,4.097,4.99992371,0.389,4.4621
10818,158536.08,4.0981,4.99992371,0.3887,4.4627
10819,158536.8,4.099,5.00007629,0.388,4.4633
10820,158537.88,4.0999,5.00007629,0.3879,4.464
10821,158538.96,4.1007,5.00007629,0.3874,4.4645
10822,158540.04,4.1016,4.99977112,0.3874,4.4652
10823,158541.12,4.1028,5.00007629,0.3869,4.4659
10824,158541.84,4.1036,5.00007629,0.3869,4.4664
10825,158542.92,4.1044,4.99992371,0.3863,4.4672
10826,158544,4.1051,5.00007629,0.3861,4.4673
10827,158545.08,4.1061,4.99961853,0.3858,4.4683
10828,158545.8,4.1067,5.00022888,0.3857,4.4687
10829,158546.88,4.1077,4.99992371,0.3852,4.4691
10830,158547.96,4.1086,5.00022888,0.385,4.4697
10831,158549.04,4.1094,4.99931335,0.3845,4.4705
10832,158550.12,4.1102,4.99961853,0.3845,4.4711
10833,158550.84,4.1109,5.00068665,0.3842,4.4716
10834,158551.92,4.1115,5.00007629,0.3839,4.4721
10835,158553,4.1122,5.00022888,0.3839,4.4727
10836,158554.08,4.1131,4.99977112,0.3836,4.4732
10837,158554.8,4.114,4.99992371,0.3831,4.4735
10838,158555.88,4.1146,4.99992371,0.3826,4.4742
10839,158556.96,4.1154,5.00007629,0.3826,4.4746
10840,158558.04,4.116,4.99992371,0.3825,4.4753
10841,158559.12,4.1166,4.99977112,0.3823,4.4757
10842,158559.84,4.1172,4.99977112,0.382,4.4761
10843,158560.92,4.1181,5.00007629,0.3818,4.4765
10844,158562,4.1187,5.00038147,0.3814,4.4772
10845,158563.08,4.1195,5.00038147,0.3812,4.4777
10846,158563.8,4.1201,4.99992371,0.3812,4.478
10847,158564.88,4.1205,4.99992371,0.3809,4.4785
10848,158565.96,4.1213,4.99992371,0.3806,4.4789
10849,158567.04,4.1219,5.00053406,0.3806,4.4797
10850,158568.12,4.1224,5.00007629,0.3804,4.4799
10851,158568.84,4.1228,4.99977112,0.3802,4.4805
10852,158569.92,4.1234,5.00022888,0.3801,4.481
10853,158571,4.1242,4.99961853,0.3799,4.4815
10854,158572.08,4.125,5.00022888,0.3796,4.4815
10855,158572.8,4.1254,4.99992371,0.3795,4.4823
10856,158573.88,4.1259,4.99977112,0.3795,4.4829
10857,158574.96,4.1265,5.00007629,0.3795,4.4831
10858,158576.04,4.1271,5.00038147,0.3791,4.4837
10859,158577.12,4.1274,5.00007629,0.3791,4.4837
10860,158577.84,4.1279,4.99992371,0.3787,4.4842
10861,158578.92,4.1286,5.00007629,0.3785,4.4845
10862,158580,4.1289,5.00038147,0.3783,4.485
10863,158581.08,4.1297,5.00022888,0.3785,4.4854
10864,158581.8,4.1302,5.00007629,0.378,4.4861
10865,158582.88,4.1308,4.99992371,0.378,4.4864
10866,158583.96,4.1311,4.99977112,0.3779,4.4867
10867,158585.04,4.1317,4.99977112,0.3777,4.4872
10868,158586.12,4.1321,5.00053406,0.3777,4.4874
10869,158586.84,4.1324,5.00007629,0.3775,4.4878
10870,158587.92,4.1331,5.00007629,0.3774,4.4882
10871,158589,4.1334,4.99977112,0.3772,4.4885
10872,158590.08,4.1337,5.00007629,0.3771,4.4888
10873,158590.8,4.1343,5.00007629,0.3769,4.4894
10874,158591.88,4.1349,4.99961853,0.3767,4.4897
10875,158592.96,4.1357,5.00007629,0.3767,4.4902
10876,158594.04,4.1358,5.00068665,0.3767,4.4902
10877,158595.12,4.1363,5.00053406,0.3766,4.491
10878,158595.84,4.1366,5.00022888,0.3764,4.4907
10879,158596.92,4.137,4.99977112,0.3763,4.4912
10880,158598,4.1375,5.00053406,0.3761,4.4917
10881,158599.08,4.1379,5.00022888,0.3763,4.492
10882,158599.8,4.1382,4.99977112,0.376,4.4926
10883,158600.88,4.1387,4.99992371,0.3761,4.4929
10884,158601.96,4.139,4.99992371,0.376,4.4932
10885,158603.04,4.1396,5.00038147,0.3758,4.4936
10886,158604.12,4.1399,5.00053406,0.376,4.4939
10887,158604.84,4.1401,5.00007629,0.3756,4.4939
10888,158605.92,4.1407,5.00007629,0.3753,4.4945
10889,158607,4.1411,5.00022888,0.3753,4.4947
10890,158608.08,4.1416,4.99961853,0.3752,4.4948
10891,158608.8,4.1419,5.00007629,0.3752,4.4955
10892,158609.88,4.1424,5.00007629,0.375,4.4958
10893,158610.96,4.1427,5.00022888,0.375,4.4963
10894,158612.04,4.1431,4.99931335,0.3747,4.4966
10895,158613.12,4.1433,5.00007629,0.375,4.4967
10896,158613.84,4.1437,5.00007629,0.3748,4.4972
10897,158614.92,4.1444,5.00007629,0.375,4.4975
10898,158616,4.1447,4.99992371,0.3747,4.498
10899,158617.08,4.145,4.99992371,0.3747,4.498
10900,158617.8,4.1453,5.00022888,0.3744,4.4986
10901,158618.88,4.1459,5.00022888,0.3744,4.4985
10902,158619.96,4.146,4.99992371,0.3739,4.4988
10903,158621.04,4.1466,5.00007629,0.3744,4.4994
10904,158622.12,4.1469,5.00038147,0.3742,4.4998
10905,158622.84,4.1472,4.99977112,0.374,4.4999
10906,158623.92,4.1476,5.00022888,0.3739,4.5004
10907,158625,4.1482,4.99977112,0.3737,4.5007
10908,158626.08,4.1486,4.99977112,0.3737,4.5007
10909,158626.8,4.1488,5.00007629,0.3737,4.5014
10910,158627.88,4.1489,4.99992371,0.3736,4.5015
10911,158628.96,4.1495,5.00007629,0.3734,4.5021
10912,158630.04,4.1497,4.99992371,0.3734,4.5021
10913,158631.12,4.1503,4.99946594,0.3734,4.5026
10914,158631.84,4.1503,4.99992371,0.3729,4.5028
10915,158632.92,4.1509,4.99992371,0.3728,4.5029
10916,158634,4.1511,4.99977112,0.3728,4.5031
10917,158635.08,4.1515,5.00007629,0.3729,4.5039
10918,158635.44,4.1515,5.00053406,0.3729,4.5039
10919,158635.44,4.0146,0,0.3729,4.5039
10920,158635.8,4.0037,0,0.4672,4.457
10921,158636.88,3.9944,0,0.4755,4.4514
10922,158637.6,3.9883,0,0.4785,4.4474
10923,158638.68,3.9835,0,0.4806,4.4451
10924,158639.76,3.98,0,0.4825,4.4431
10925,158640.84,3.9768,0,0.4839,4.4414
10926,158641.92,3.9741,0,0.4855,4.4398
10927,158642.64,3.9713,0,0.4865,4.4382
10928,158643.72,3.9689,0,0.4876,4.4369
10929,158644.8,3.967,0,0.4884,4.4357
10930,158645.88,3.9649,0,0.4892,4.4346
10931,158646.6,3.9632,0,0.4903,4.4334
10932,158647.68,3.9611,0,0.4909,4.4323
10933,158648.76,3.9597,0,0.4916,4.4315
10934,158649.84,3.9582,0,0.4922,4.4309
10935,158650.92,3.9567,0,0.4925,4.4298
10936,158651.64,3.9554,0,0.4933,4.4291
10937,158652.72,3.9541,0,0.4938,4.428
10938,158653.8,3.9528,0,0.4943,4.4276
10939,158654.88,3.9518,0,0.4949,4.4266
10940,158655.6,3.9504,0,0.4951,4.426
10941,158656.68,3.9495,0,0.4957,4.4253
10942,158657.76,3.9483,0,0.4962,4.425
10943,158658.84,3.9472,0,0.4967,4.4242
10944,158659.92,3.9463,0,0.497,4.4237
10945,158660.64,3.9452,0,0.4976,4.4231
10946,158661.72,3.9443,0,0.4979,4.4226
10947,158662.8,3.9434,0,0.4981,4.4218
10948,158663.88,3.9429,0,0.4986,4.4214
10949,158664.6,3.9419,0,0.4989,4.4209
10950,158665.68,3.9411,0,0.4992,4.4202
10951,158666.76,3.9403,0,0.4995,4.4201
10952,158667.84,3.9394,0,0.4999,4.4194
10953,158668.92,3.9385,0,0.5002,4.419
10954,158669.64,3.9379,0,0.5006,4.4183
10955,158670.72,3.9373,0,0.5008,4.418
10956,158671.8,3.9365,0,0.5011,4.4177
10957,158672.88,3.9359,0,0.5013,4.4175
10958,158673.6,3.9353,0,0.5016,4.4167
10959,158674.68,3.9345,0,0.5016,4.4167
10960,158675.76,3.9338,0,0.5021,4.4159
10961,158676.84,3.9333,0,0.5022,4.4156
10962,158677.92,3.9326,0,0.5027,4.4155
10963,158678.64,3.9323,0,0.5029,4.415
10964,158679.72,3.9313,0,0.5032,4.415
10965,158680.8,3.9312,0,0.5032,4.4145
10966,158681.88,3.9306,0,0.5035,4.4139
10967,158682.6,3.9298,0,0.5035,4.4136
10968,158683.68,3.9295,0,0.5038,4.4132
10969,158684.76,3.9289,0,0.504,4.4131
10970,158685.84,3.9283,0,0.5041,4.4128
10971,158686.92,3.9278,0,0.5046,4.4126
10972,158687.64,3.9274,0,0.5048,4.4123
10973,158688.72,3.9269,0,0.5048,4.4118
10974,158689.8,3.9266,0,0.5049,4.4117
10975,158690.88,3.9261,0,0.5051,4.4113
10976,158691.6,3.9257,0,0.5053,4.4112
10977,158692.68,3.9252,0,0.5056,4.411
10978,158693.76,3.9248,0,0.5059,4.4105
10979,158694.84,3.9245,0,0.5061,4.4104
10980,158695.2,3.9243,0,0.5061,4.4102
10981,158695.2,3.9243,0,0.5061,4.4102
10982,158731.56,3.9141,0,0.5097,4.4039
10983,158791.68,3.9066,0,0.5129,4.3988
10984,158851.8,3.9031,0,0.5142,4.3961
10985,158911.92,3.9013,0,0.5148,4.3948
10986,158971.68,3.8999,0,0.5151,4.3932
10987,159031.8,3.899,0,0.515,4.3924
10988,159091.56,3.8985,0,0.5153,4.3916
10989,159151.68,3.8982,0,0.5153,4.391
10990,159211.8,3.8978,0,0.515,4.3903
10991,159271.92,3.8978,0,0.515,4.3895
10992,159331.68,3.8973,0,0.5148,4.3892
10993,159391.8,3.897,0,0.5146,4.3886
10994,159451.56,3.897,0,0.5148,4.3881
10995,159511.68,3.8967,0,0.5146,4.3878
10996,159571.8,3.8967,0,0.5146,4.3873
10997,159631.56,3.8965,0,0.5145,4.3872
10998,159691.68,3.8964,0,0.5143,4.3867
10999,159751.8,3.8962,0,0.5142,4.3864
11000,159811.92,3.8964,0,0.5142,4.3862
11001,159871.68,3.8961,0,0.5138,4.3857
11002,159931.8,3.8959,0,0.514,4.3854
11003,159991.56,3.8959,0,0.5138,4.3852
11004,160051.68,3.8958,0,0.5138,4.3851
11005,160111.8,3.8955,0,0.5138,4.3849
11006,160171.92,3.8956,0,0.5135,4.3845
11007,160231.68,3.8956,0,0.5138,4.3846
11008,160291.8,3.8952,0,0.5135,4.3846
11009,160351.56,3.8952,0,0.5135,4.3843
11010,160411.68,3.8952,0,0.5137,4.3841
11011,160471.8,3.895,0,0.5135,4.384
11012,160531.56,3.895,0,0.5135,4.3835
11013,160591.68,3.8949,0,0.5134,4.3835
11014,160651.8,3.8949,0,0.5132,4.3832
11015,160711.92,3.8947,0,0.5134,4.383
11016,160771.68,3.8947,0,0.5132,4.3827
11017,160831.8,3.8947,0,0.5132,4.383
11018,160891.56,3.8946,0,0.5134,4.3827
11019,160951.68,3.8947,0,0.5134,4.3827
11020,161011.8,3.8943,0,0.5134,4.3825
11021,161071.92,3.8944,0,0.5134,4.3829
11022,161131.68,3.8944,0,0.5132,4.3825
11023,161191.8,3.8944,0,0.5134,4.3824
11024,161251.56,3.8941,0,0.5132,4.3824
11025,161311.68,3.8943,0,0.5132,4.3822
11026,161371.8,3.8943,0,0.5131,4.3821
11027,161431.56,3.8943,0,0.5131,4.3819
11028,161491.68,3.8941,0,0.5127,4.3821
11029,161551.8,3.8941,0,0.5129,4.3819
11030,161611.92,3.8939,0,0.5127,4.3819
11031,161671.68,3.8939,0,0.5127,4.3816
11032,161731.8,3.8938,0,0.5129,4.3818
11033,161791.56,3.8938,0,0.5129,4.3816
11034,161851.68,3.8938,0,0.5129,4.3813
11035,161911.8,3.8938,0,0.5127,4.3814
11036,161971.92,3.8936,0,0.5129,4.3816
11037,162031.68,3.8936,0,0.5131,4.3814
11038,162091.8,3.8938,0,0.5129,4.3813
11039,162151.56,3.8936,0,0.5129,4.3816
11040,162211.68,3.8936,0,0.5129,4.3813
11041,162235.44,3.8936,0,0.5129,4.3811
11042,162235.44,4.0391,4.99931335,0.5129,4.3811
11043,162236.16,4.0499,5.00053406,0.4114,4.4336
11044,162236.88,4.0563,4.99977112,0.4074,4.4365
11045,162237.96,4.0607,4.99992371,0.4047,4.4387
11046,162239.04,4.0641,5.00022888,0.403,4.4406
11047,162240.12,4.0668,5.00022888,0.4017,4.4427
11048,162240.84,4.0697,4.99946594,0.4006,4.4439
11049,162241.92,4.072,4.99961853,0.3995,4.4457
11050,162243,4.0746,5.00007629,0.3985,4.447
11051,162244.08,4.0766,4.99961853,0.3976,4.4481
11052,162245.16,4.0789,4.99961853,0.3968,4.4492
11053,162245.88,4.0812,4.99992371,0.3958,4.4506
11054,162246.96,4.0832,5.00007629,0.3947,4.4517
11055,162248.04,4.0853,4.99961853,0.3939,4.4533
11056,162249.12,4.0871,4.99961853,0.3931,4.4543
11057,162249.84,4.089,5.00022888,0.3923,4.4557
11058,162250.92,4.0909,5.00022888,0.3915,4.4568
11059,162252,4.0928,4.99992371,0.3906,4.4579
11060,162253.08,4.0946,4.99977112,0.3901,4.4589
11061,162254.16,4.0966,5.00022888,0.3893,4.4602
11062,162254.88,4.0981,5.00053406,0.3887,4.4608
11063,162255.96,4.0999,5.00053406,0.3879,4.4624
11064,162257.04,4.1018,4.99977112,0.3871,4.463
11065,162258.12,4.1035,5.00038147,0.3865,4.4643
11066,162258.84,4.105,4.99992371,0.386,4.4654
11067,162259.92,4.1065,5.00022888,0.3853,4.4665
11068,162261,4.1085,5.00007629,0.3845,4.4675
11069,162262.08,4.1099,4.99977112,0.3842,4.4683
11070,162263.16,4.1114,4.99961853,0.3831,4.4692
11071,162263.88,4.1132,5.00053406,0.3828,4.4705
11072,162264.96,4.1147,4.99961853,0.3818,4.4713
11073,162266.04,4.116,4.99992371,0.3815,4.4719
11074,162267.12,4.1173,5.00007629,0.3807,4.4734
11075,162267.84,4.119,5.00022888,0.3806,4.474
11076,162268.92,4.1205,5.00068665,0.3799,4.4751
11077,162270,4.1218,4.99961853,0.3793,4.4759
11078,162271.08,4.1233,5.00022888,0.3787,4.477
11079,162272.16,4.1247,5.00038147,0.378,4.4778
11080,162272.88,4.1262,5.00053406,0.3775,4.4789
11081,162273.96,4.1274,5.00038147,0.3772,4.4799
11082,162275.04,4.1289,4.99992371,0.3766,4.4805
11083,162276.12,4.1302,5.00007629,0.3763,4.4813
11084,162276.84,4.1315,5.00022888,0.3756,4.4821
11085,162277.92,4.1328,4.99992371,0.3753,4.4829
11086,162279,4.134,5.00007629,0.3745,4.4837
11087,162280.08,4.1355,5.00022888,0.3744,4.4845
11088,162281.16,4.1367,5.00038147,0.374,4.4856
11089,162281.88,4.1378,4.99946594,0.3737,4.4862
11090,162282.96,4.139,4.99977112,0.3726,4.4872
11091,162284.04,4.1402,5.00022888,0.3725,4.4877
11092,162285.12,4.1416,4.99992371,0.372,4.4886
11093,162285.84,4.1427,4.99992371,0.3712,4.4893
11094,162286.92,4.1437,5.00007629,0.3709,4.4901
11095,162288,4.1448,4.99992371,0.3707,4.491
11096,162289.08,4.146,5.00053406,0.3701,4.4917
11097,162290.16,4.1472,5.00022888,0.3698,4.4924
11098,162290.88,4.1483,4.99977112,0.3696,4.4932
11099,162291.96,4.1494,4.99961853,0.3693,4.4939
11100,162293.04,4.1503,5.00007629,0.3688,4.4944
11101,162294.12,4.1514,4.99992371,0.3685,4.495
11102,162294.84,4.1524,5.00022888,0.368,4.4958
11103,162295.92,4.1534,4.99992371,0.3677,4.4971
11104,162297,4.1546,4.99977112,0.3672,4.4977
11105,162298.08,4.1553,4.99977112,0.3669,4.4982
11106,162299.16,4.1566,4.99977112,0.3666,4.4988
11107,162299.88,4.1573,5.00053406,0.3664,4.4993
11108,162300.96,4.1584,5.00007629,0.3658,4.5001
11109,162302.04,4.1593,4.99977112,0.3656,4.5004
11110,162303.12,4.1601,4.99992371,0.3653,4.5014
11111,162303.84,4.161,5.00022888,0.3651,4.5018
11112,162304.92,4.1619,5.00038147,0.3648,4.5028
11113,162306,4.1628,4.99992371,0.3647,4.5031
11114,162307.08,4.1637,5.00007629,0.3642,4.5042
11115,162308.16,4.1646,5.00007629,0.364,4.5044
11116,162308.88,4.1656,4.99977112,0.3637,4.5052
11117,162309.96,4.1662,5.00007629,0.3635,4.5053
11118,162311.04,4.1671,5.00038147,0.3632,4.5063
11119,162312.12,4.1677,5.00038147,0.3631,4.5069
11120,162312.84,4.1683,4.99946594,0.3624,4.5076
11121,162313.92,4.1692,4.99977112,0.3624,4.5079
11122,162315,4.17,5.00007629,0.3621,4.5087
11123,162316.08,4.1707,5.00022888,0.3621,4.509
11124,162317.16,4.1715,5.00053406,0.3618,4.5096
11125,162317.88,4.1721,5.00038147,0.3613,4.5099
11126,162318.96,4.1729,4.99977112,0.3612,4.5107
11127,162320.04,4.1735,4.99961853,0.3612,4.5112
11128,162321.12,4.1743,4.99992371,0.3608,4.5119
11129,162321.84,4.1749,4.99992371,0.3608,4.5123
11130,162322.92,4.1756,5.00007629,0.3607,4.5126
11131,162324,4.1762,4.99977112,0.3605,4.5133
11132,162325.08,4.177,4.99977112,0.3602,4.5136
11133,162326.16,4.1775,5.00022888,0.3599,4.5142
11134,162326.88,4.1779,4.99977112,0.3599,4.5146
11135,162327.96,4.1785,4.99992371,0.3596,4.5152
11136,162329.04,4.1793,4.99992371,0.3596,4.5157
11137,162330.12,4.1799,5.00038147,0.3594,4.516
11138,162330.84,4.1805,5.00038147,0.3593,4.5166
11139,162331.92,4.1811,5.00053406,0.3591,4.5169
11140,162333,4.1816,4.99977112,0.3591,4.5171
11141,162334.08,4.1823,4.99977112,0.3586,4.5177
11142,162335.16,4.1825,4.99977112,0.3588,4.5181
11143,162335.88,4.183,5.00007629,0.3585,4.5188
11144,162336.96,4.1837,4.99992371,0.3585,4.519
11145,162338.04,4.1839,5.00053406,0.3583,4.5195
11146,162339.12,4.1845,4.99992371,0.3585,4.5198
11147,162339.84,4.1851,5.00022888,0.3581,4.5204
11148,162340.92,4.1859,5.00022888,0.3581,4.5204
11149,162342,4.1862,4.99961853,0.3578,4.5211
11150,162343.08,4.1866,5.00007629,0.3578,4.5212
11151,162344.16,4.1871,5.00022888,0.3575,4.5219
11152,162344.88,4.1877,5.00038147,0.3573,4.5222
11153,162345.96,4.188,4.99992371,0.3573,4.5228
11154,162347.04,4.1883,5.00007629,0.3573,4.523
11155,162348.12,4.1888,4.99977112,0.3572,4.5235
11156,162348.84,4.1891,4.99977112,0.357,4.5238
11157,162349.92,4.1898,5.00007629,0.357,4.5241
11158,162351,4.19,5.00007629,0.3569,4.5243
11159,162352.08,4.1906,5.00022888,0.3567,4.5249
11160,162353.16,4.1907,4.99977112,0.3567,4.5251
11161,162353.88,4.1913,5.00007629,0.3567,4.5254
11162,162354.96,4.1917,4.99977112,0.3567,4.5258
11163,162356.04,4.1923,4.99992371,0.3564,4.5263
11164,162357.12,4.1924,4.99977112,0.3566,4.5265
11165,162357.84,4.1929,4.99931335,0.3561,4.527
11166,162358.92,4.1933,4.99992371,0.3562,4.5271
11167,162360,4.1936,5.00007629,0.3559,4.5274
11168,162361.08,4.1939,5.00038147,0.3559,4.5279
11169,162362.16,4.1942,4.99961853,0.3561,4.5284
11170,162362.88,4.1946,5.00007629,0.3558,4.5284
11171,162363.96,4.1949,5.00007629,0.3559,4.5289
11172,162365.04,4.1955,4.99992371,0.3558,4.529
11173,162366.12,4.1958,4.99992371,0.3558,4.5293
11174,162366.84,4.1961,5.00022888,0.3556,4.5297
11175,162367.92,4.1964,4.99992371,0.3556,4.5301
11176,162369,4.197,5.00038147,0.3556,4.5306
11177,162370.08,4.1971,4.99977112,0.3554,4.5306
11178,162371.16,4.1976,4.99961853,0.3554,4.5311
11179,162371.88,4.1979,4.99977112,0.3554,4.5316
11180,162372.96,4.1984,4.99977112,0.3553,4.5317
11181,162374.04,4.1985,5.00068665,0.3553,4.5319
